X,Y,Z
-0.616537,0.102691,0.744865
-0.525027,0.429976,0.828797
0.506786,0.14534,0.676774
0.0386224,-0.437288,0.953314
0.0519019,0.346523,1.12919
-0.175669,-0.333319,-0.0356806
0.384264,0.0255303,0.679376
0.120401,0.33941,1.15419
-0.197781,0.40615,1.0332
-0.0233186,0.0972712,1.17582
-0.153197,0.45858,1.01357
0.541207,0.0326543,1.0023
0.482384,-0.102746,0.184628
-0.656584,0.121933,0.914735
0.0223831,-0.499279,0.317518
-0.551606,0.16761,0.0769278
0.0791092,-0.151614,1.16455
-0.0284519,-0.538922,0.456476
0.437226,0.465725,0.800226
-0.584084,0.482461,0.762034
0.25061,0.462569,0.856316
0.0781368,-0.562843,0.50487
-0.803941,0.00927338,0.000806519
0.372788,0.0540741,1.02902
0.353192,0.732292,0.459541
0.0962908,0.653007,0.613833
0.737826,0.195423,0.6741
0.0966263,-0.176009,1.14564
-0.359873,0.444187,0.245316
-0.311322,-0.0103616,0.831404
-0.750735,-0.17854,0.384844
0.0765641,-0.00995277,0.8925
-0.565193,0.229571,0.639368
-0.341916,-0.182777,0.893232
0.683567,-0.0761508,0.78467
0.511547,-0.314073,0.781618
-0.465883,0.635435,0.784345
0.00141805,0.172757,0.73717
0.279338,-0.416554,0.57153
-0.330415,0.265986,1.08824
-0.428249,-0.124382,0.887015
0.260096,-0.140614,0.686059
0.444803,0.156988,1.00293
0.354204,-0.0490465,0.923111
0.515187,0.43399,0.0249009
0.28065,0.0879888,0.519463
-0.342819,0.294081,1.08396
-0.769549,0.445016,0.530454
-0.532005,0.73681,0.202247
0.225708,-0.394593,0.640779
0.253918,0.134529,-0.00544078
-0.517125,0.1712,0.430597
0.315976,0.148363,0.814063
0.244218,0.0981373,1.01017
0.308455,-0.106774,1.17214
-0.0590715,0.254873,1.01703
-0.0479768,0.0260476,1.09838
-0.249422,0.650956,0.630815
0.49611,-0.102348,0.43055
0.166044,0.40674,-0.0638651
-0.749441,-0.298032,0.767692
0.376334,0.420542,0.865661
-0.100289,0.173445,1.16647
0.447961,-0.398704,0.549841
0.123912,0.105635,1.14333
0.359142,-0.0367433,0.928521
0.355812,0.398043,0.50678
-0.744869,0.160983,0.71145
0.412728,0.308967,0.314679
-0.443682,-0.062953,1.10968
0.103472,0.814546,0.129755
0.504085,0.337471,0.699518
-0.062195,-0.419367,-0.00259453
-0.459035,0.382434,0.320137
0.142614,0.507822,0.942669
-0.537502,-0.217011,0.959322
-0.492317,0.372067,0.70485
0.678691,0.331877,0.161372
-0.566474,0.429854,0.538109
-0.338431,-0.392524,0.754967
0.25522,0.410389,1.04951
-0.208887,0.356034,1.04954
0.667935,-0.0791339,0.466393
0.544046,0.0168038,0.942132
0.262287,0.384839,1.046
-0.548564,-0.0462516,0.982902
-0.462858,0.237198,0.0342456
-0.453588,0.263881,0.370668
-0.191773,0.752238,0.638293
-0.172883,0.405007,0.502567
-0.413054,-0.105559,0.308195
0.319138,-0.0731731,1.04801
0.023623,0.145797,1.21425
-0.308939,-0.131276,1.14982
0.537866,0.0599532,0.535671
-0.567248,0.178337,0.127856
-0.21157,-0.0934215,1.02648
-0.0224605,-0.37819,0.844037
-0.0378952,0.802907,0.0701052
0.150659,0.181566,1.11955
-0.660684,0.460151,0.389676
-0.646612,-0.376544,0.864203
-0.238746,0.58202,0.726159
0.541043,0.3692,0.573849
-0.0434843,-0.164623,0.998377
-0.133833,-0.164297,1.07984
0.695971,0.140755,0.637024
0.407216,-0.320859,0.46301
0.674737,0.130238,0.171526
-0.802458,-0.137623,0.751373
0.407003,-0.0161244,0.989644
0.0570797,-0.459931,0.768633
0.281139,0.173993,0.66038
0.10908,0.0843923,1.17788
0.0666364,0.783822,0.235168
-0.601541,0.441006,0.00419226
-0.459054,0.709646,0.033499
-0.129698,0.0294143,1.23086
0.357582,0.519846,0.800512
0.128964,-0.214354,1.13213
-0.245098,0.352897,1.06699
-0.29619,-0.159852,0.937837
-0.0694915,0.189618,1.15421
0.334399,0.344357,0.783191
0.402781,0.481933,0.901964
0.148061,0.615277,0.34579
-0.291236,0.55493,0.669215
0.414226,0.454981,0.825525
0.0263198,0.64499,0.574482
-0.257478,0.678679,0.533379
0.411027,0.390223,0.0364317
-0.0921193,0.593144,0.482878
-0.363293,-0.527324,0.598001
-0.308309,-0.620424,0.387543
-0.354431,-0.424545,1.04349
0.701283,0.125694,0.235058
-0.523147,0.375509,0.325149
0.0646246,0.0731465,1.23705
0.328233,0.75262,0.212636
-0.57819,-0.327408,0.36031
-0.182283,0.489267,0.81176
-0.0776193,0.537285,-0.118007
0.670462,0.609008,0.417525
0.201228,-0.158328,0.608382
0.20347,0.28011,0.965375
-0.542907,0.183483,0.155354
-0.0702129,0.863817,0.473761
0.408112,0.205064,1.03427
-0.0524203,0.62318,-0.0292954
0.627049,0.527878,0.215471
-0.313542,-0.195712,0.128088
-0.145588,0.0125833,0.887622
0.556396,-0.183653,0.623094
-0.124858,0.26369,0.935226
-0.102613,0.36319,1.08678
-0.127286,-0.453012,0.786841
-0.125378,0.511227,0.880966
-0.21391,0.814592,0.475027
0.322217,0.433735,0.889822
0.456496,0.501386,0.224126
-0.861569,-0.134172,0.445664
0.0868909,0.843227,0.704638
0.350945,0.283249,1.12125
0.0290271,-0.174762,0.87102
0.653658,0.116785,0.705773
0.461856,0.47851,0.248101
0.148167,0.75068,0.221246
-0.5184,0.612679,0.422395
0.410223,0.61872,0.0259823
0.264103,-0.227054,1.17906
-0.214721,0.69032,0.586567
-0.0531167,0.323834,1.17586
0.470818,-0.0350253,0.989429
-0.412013,0.471734,0.249512
-0.240734,0.035319,0.969157
0.467005,0.0941974,1.0809
-0.0641548,-0.560174,0.461565
0.411733,-0.15769,-0.083055
0.54271,0.43021,0.831545
0.0243423,0.324491,1.11618
-0.296214,-0.524017,0.488289
0.228973,-0.13908,0.787761
0.0393745,-0.117993,1.21096
0.208313,-0.178374,1.10866
-0.643308,0.370901,0.785413
0.556988,0.594939,0.111541
0.000472656,0.42304,0.949961
0.0283804,0.505802,0.355022
0.45574,0.0370809,0.448995
0.329594,0.297502,0.534936
0.335709,0.0850944,1.02207
0.0520039,-0.0997468,1.07058
0.171239,0.732804,0.186426
-0.69028,0.14884,0.682495
0.314833,0.00878292,0.863346
0.687172,0.448847,0.214266
-0.807372,0.302227,0.435935
0.500138,0.372968,0.28574
0.397626,0.456212,0.762271
-0.140783,0.769428,0.549422
-0.514042,0.38469,0.57763
0.108604,0.442282,1.12738
0.338228,-0.140841,0.677871
0.105075,0.0443541,1.18584
0.207898,0.542685,-0.00531836
0.249661,-0.368334,0.817001
-0.393801,-0.126328,0.453885
0.55618,0.00445785,0.83474
0.773922,0.0542252,0.385068
-0.678388,0.356623,0.553799
-0.010037,0.620108,0.0950363
-0.0165577,-0.510354,0.62012
-0.616341,0.0826319,0.780748
-0.269021,0.45611,0.855561
-0.271383,-0.0615032,0.82796
-0.67708,-0.411437,0.392969
0.647693,-0.0803026,0.751518
0.254073,-0.260522,0.658225
-0.00730814,0.756808,0.63848
0.404774,0.233338,0.734209
0.0948493,-0.291246,1.05177
-0.0592843,0.790178,0.076348
0.0377706,-0.183394,0.886727
-0.521064,0.330107,0.271086
0.269812,-0.00711546,0.543705
-0.796409,0.326869,0.160542
0.461077,0.101476,0.827313
0.282472,0.336936,-0.0802788
0.0900589,0.692835,0.245731
-0.514764,0.554517,0.813338
0.117427,0.391418,1.08778
0.0781155,0.182067,1.07278
-0.163013,0.0986298,1.19566
0.421787,-0.0847551,-0.0614605
0.201454,0.311707,1.18057
-0.281356,0.132061,1.03505
-0.328243,0.0587243,1.19439
-0.161019,-0.157554,1.23101
0.326371,0.688553,0.773108
0.809141,0.136078,0.176503
-0.101755,-0.0511638,0.924489
0.332355,-0.32896,0.712506
-0.535578,0.13681,0.738411
-0.198353,0.0593941,0.947278
-0.577655,0.393059,0.598561
0.0910165,-0.0393275,1.15978
0.0898924,0.0693333,1.25463
-0.220222,0.0350576,1.08255
-0.124933,0.558013,0.293572
0.464891,0.265054,0.954271
-0.0965406,0.298937,0.0636117
0.266316,-0.0303488,1.18682
-0.213019,0.276885,0.981649
-0.297838,0.741777,0.567161
0.782752,0.453035,0.177707
-0.749516,0.0877998,0.549177
0.402389,-0.300431,0.553623
-0.282997,0.503358,0.51254
-0.431815,0.241329,0.98973
-0.675847,0.370154,0.363346
0.462541,-0.0530283,0.889814
0.271472,-0.340676,0.494899
0.587047,-0.0563423,0.955579
-0.21942,0.15302,1.00732
-0.198286,-0.421271,0.891511
-0.392813,0.4788,0.686436
-0.654351,-0.253187,0.79739
-0.558131,0.0839065,0.532534
-0.546105,0.554524,0.629395
0.0728859,0.582328,0.18758
0.285503,0.409465,0.359956
0.281762,-0.21707,1.09445
-0.587771,-0.232354,0.798847
-0.161747,-0.560787,0.483871
-0.460719,-0.0640078,0.265264
-0.859632,-0.252954,0.182351
0.540616,0.400737,0.744957
0.527926,-0.184596,0.303428
0.0558257,0.601312,0.945465
0.199926,-0.379286,1.00545
0.203227,-0.410325,0.714425
-0.64699,-0.326944,0.648111
0.00475559,0.468166,1.07156
-0.0190961,-0.0780956,1.22668
-0.807696,0.0347006,0.429004
-0.245191,0.558926,-0.0764156
0.169681,0.470886,0.182481
-0.36395,-0.0322667,0.794687
0.128004,-0.138082,1.21094
-0.577918,0.130761,0.26198
-0.706713,-0.464426,0.102965
-0.101488,0.131103,1.0968
-0.41417,-0.166925,0.0728682
0.55321,0.56854,0.788535
0.471581,0.578174,0.744113
0.15265,0.271066,1.04576
0.357075,0.061594,1.1173
0.568199,0.343331,0.320242
0.702138,0.472173,0.364383
-0.0232034,0.26272,0.818258
-0.475438,0.584567,0.336019
0.401898,0.0345189,1.12435
-0.0558071,0.618564,-0.06855
-0.324777,0.603317,0.843495
0.11377,0.561463,0.782231
-0.191903,-0.268123,1.16431
0.423049,-0.309135,0.0489073
0.236437,0.08829,1.04086
-0.624278,0.0816094,0.116208
0.118248,0.663585,0.378441
0.093713,0.884251,0.392913
-0.627198,0.552713,0.217804
-0.0653138,0.690188,0.555609
-0.393099,0.550103,0.876866
-0.24269,-0.135143,1.20251
-0.285083,0.115536,0.879809
0.124713,0.439548,1.0246
-0.29765,0.204963,-0.0688047
-0.24908,0.162878,1.06314
-0.542143,0.0874658,0.895359
0.15659,-0.187382,1.13438
0.110017,-0.352508,1.06934
-0.643483,-0.244611,0.842371
-0.0266664,0.855601,0.412741
0.689552,-0.206838,0.650416
0.265587,0.28356,1.09835
-0.186687,0.562492,0.0309957
-0.466035,-0.197634,0.794987
-0.41176,0.574459,0.195947
-0.130226,0.711847,0.847136
-0.239822,-0.375742,0.773821
0.0964441,0.691984,0.157627
-0.854827,-0.125992,0.244828
0.332167,-0.521257,0.453561
0.576827,-0.264943,0.353253
0.672445,0.137778,0.773451
0.302513,0.196082,1.01424
0.0841746,0.618618,0.756157
-0.367946,-0.299008,-0.185798
0.125483,-0.327143,0.884087
0.347885,-0.233706,0.817286
-0.199735,0.332688,1.05899
0.275314,0.411589,0.885964
0.312404,-0.186168,0.997139
-0.348119,-0.0725702,1.07462
0.65363,0.121626,0.854668
-0.0479167,0.763675,0.395098
-0.730538,-0.123119,0.333809
-0.140087,0.418108,1.02413
0.237946,0.583171,0.446572
-0.16613,0.535014,0.699193
-0.324945,0.326137,1.00653
0.20803,-0.0629919,0.833921
0.0690659,0.905653,0.35385
0.163674,0.199832,1.02127
-0.101652,0.209881,0.0306792
0.437906,0.315248,1.0912
-0.629403,-0.312056,-0.116461
-0.430489,-0.477606,-0.00204545
0.380478,-0.0925405,0.77542
0.504699,0.552081,0.207052
-0.0331152,0.720753,0.09422
-0.0549864,-0.473736,0.0808895
0.591384,0.257341,0.0800232
0.215932,-0.14187,0.781357
-0.233627,0.721085,0.703775
0.594929,0.298813,0.365971
-0.351667,-0.0229063,0.990291
-0.243663,0.734614,0.60281
-0.676406,0.290192,0.575992
0.720403,-4.17412e-05,0.496982
-0.496363,-0.145749,0.393726
-0.307629,0.355047,0.908898
0.000232399,0.151247,-0.246432
-0.00663452,0.617613,0.87927
0.317954,-0.418718,1.00164
0.349245,0.279203,0.955701
0.0669455,-0.371975,0.959661
-0.0743493,0.188999,1.16744
-0.0877672,-0.347526,0.655053
0.488743,0.679445,0.189646
-0.639552,-0.0869762,0.66373
0.385272,0.505516,0.84542
0.341985,-0.0161685,-0.0414912
0.576321,0.6408,0.469232
-0.251507,0.56138,0.552884
-0.0966359,0.245662,1.177
-0.603789,0.233212,0.885481
0.380087,-0.285009,0.673867
0.113005,0.240725,-0.114531
-0.132978,-0.350252,0.840115
0.443496,0.579595,0.602293
-0.357333,0.44481,0.351409
-0.262541,-0.569108,0.336831
0.503634,0.238995,0.871235
0.139466,0.515758,0.134237
-0.0846181,-0.0907038,1.13004
0.26386,-0.139868,1.17808
0.126546,0.70014,0.640199
0.150796,0.493289,-0.0243325
0.621602,0.514922,0.308651
0.00959391,-0.125111,1.07374
0.139101,0.638397,0.419352
0.287171,-0.0485138,1.18839
0.441157,0.255409,0.751316
-0.121357,0.492161,0.304133
0.467292,0.0236852,-0.021541
0.577101,-0.373398,0.258327
-0.306767,0.461028,0.344014
-0.222298,0.712422,0.168578
-0.379474,-0.0907838,0.0713766
0.439637,0.439976,0.91481
-0.365818,0.114981,1.1158
-0.0611338,0.411668,0.967433
0.691245,-0.157131,0.54627
0.106548,-0.507357,0.878016
-0.1124,-0.527419,0.241259
0.398726,-0.320852,0.812971
0.424625,0.20408,0.808503
-0.123265,-0.446379,1.05212
-0.146423,0.44039,0.859183
-0.24504,0.263853,1.14167
0.593736,0.657825,0.405663
0.249824,0.113877,1.18542
0.691643,-0.387537,0.342259
0.176275,0.806316,0.721654
-0.174795,0.458825,0.436772
-0.563764,0.141551,0.782352
-0.759651,0.269935,0.390267
-0.389678,-0.489307,0.795497
-0.0145063,-0.0623701,1.12393
0.528032,0.165951,0.0485392
0.756207,0.265659,0.36628
-0.255387,-0.370808,0.408602
0.506157,-0.0568583,1.08452
-0.50431,0.683281,0.466788
-0.492316,0.51242,0.777719
0.136007,0.527461,0.387773
0.407929,0.717449,0.0447192
0.175691,0.439673,0.989636
-0.11017,-0.324278,1.02461
-0.501149,0.32145,0.901535
0.217991,0.60758,0.461142
-0.378087,0.481558,0.699685
0.0268223,-0.138657,1.23235
-0.329096,0.525422,0.361848
-0.838211,-0.120798,0.206188
-0.229098,-0.494262,0.874079
-0.307803,-0.620247,0.582786
0.516064,-0.116622,0.851561
-0.131105,0.301711,1.15259
-0.45343,-0.132864,0.689861
-0.500394,0.491608,-0.0953084
-0.251886,-0.415852,0.907246
0.305703,-0.186905,0.56607
-0.0439885,-0.140899,1.13432
-0.485467,0.0254412,1.05222
0.460623,0.519212,0.93533
-0.750792,-0.0789628,0.470604
0.46886,0.18867,0.409609
0.485247,0.261886,1.06697
-0.142868,-0.604289,0.515553
0.567811,0.30056,-0.00704891
-0.0750156,0.722043,0.173926
-0.0762942,0.470396,0.973287
-0.171699,0.160737,1.17341
-0.247414,-0.40816,0.573162
-0.300396,-0.0188146,0.31401
0.358233,-0.107434,0.857191
0.177075,-0.400434,0.903799
-0.150208,0.386289,0.796926
-0.645413,-0.041243,0.574047
0.174017,-0.219061,0.835713
-0.737459,-0.365818,0.756011
0.318178,0.367065,0.45499
0.524006,0.0974723,0.872871
0.172621,0.407573,0.985958
0.337967,0.0882596,1.16314
-0.284128,-0.400895,0.261318
0.312364,0.142702,0.939553
-0.217055,0.17028,0.925347
0.33536,0.468514,0.575072
0.0163819,-0.190889,0.982522
-0.385267,0.398104,0.0418346
0.438575,0.599425,0.250713
-0.00725608,-0.126375,1.10788
0.22761,0.535936,0.194991
-0.429061,0.558629,0.308218
-0.359626,-0.289959,0.548482
0.186852,-0.218364,0.806875
-0.296714,0.862086,0.454262
0.661029,0.591545,0.341958
0.699597,-0.263381,0.390834
-0.136746,0.698364,0.8376
0.500029,0.501025,0.000330675
-0.0065937,-0.0387323,1.08758
-0.0262971,-0.431632,0.802098
-0.134241,0.357219,1.11665
-0.173842,0.728884,0.845762
-0.56469,-0.243602,0.810654
-0.211771,0.0624111,1.19356
0.240325,0.272579,0.849007
0.398933,-0.143339,0.766201
0.692724,0.40525,0.728871
0.642045,0.344364,0.815982
0.868378,0.229393,0.272126
-0.429666,0.106913,0.877002
0.130468,0.168859,1.18343
-0.215734,0.0927966,1.10856
-0.127025,-0.584379,0.547898
0.437645,0.106494,-0.219556
-0.294021,0.688962,0.764177
-0.558956,-0.289831,0.550084
-0.407273,0.521635,0.730586
0.300818,0.82737,0.51327
0.321454,-0.46611,0.156676
-0.190469,0.806081,0.425571
0.0777193,0.637902,0.822785
-0.213972,-0.0280989,1.19854
-0.199962,0.603931,0.675
-0.333212,-0.489345,0.439851
-0.619292,0.311666,0.0198708
0.111968,0.251389,1.1507
-0.740807,0.0558372,0.335728
-0.383102,-0.161496,0.910503
-0.624679,0.108311,0.646153
-0.632904,0.337842,0.579732
0.251673,0.00990869,1.11775
-0.449104,0.118776,-0.284643
0.0514428,-0.144021,1.15706
-0.410372,-0.116821,1.01623
-0.0678904,0.471698,0.564528
-0.0141912,-0.293545,1.08768
-0.372745,0.450025,0.294032
0.521428,-0.0677584,0.327733
0.391146,0.59338,0.529194
0.102421,-0.22524,0.028653
-0.360247,0.128009,1.11929
-0.451164,-0.0845846,0.4835
-0.32638,-0.557513,0.658607
-0.0811549,0.466318,0.859355
0.833226,0.324999,0.384316
-0.320372,0.594997,0.911325
0.0178113,0.751593,0.812111
0.153436,0.361004,1.03622
0.540553,0.297732,0.529211
-0.416082,0.168094,0.666703
0.586752,-0.168309,0.854599
0.50671,0.434903,0.26146
0.0726516,-0.121281,1.02352
0.150913,0.716121,0.593812
-0.00111084,-0.450265,0.506491
0.570405,0.00137759,0.916976
0.433325,0.360337,0.783495
0.167281,0.320422,0.577894
-0.15933,-0.360187,0.653414
0.652688,0.638775,0.408166
-0.720222,-0.156325,0.445852
-0.253022,-0.408337,0.778702
0.578961,0.468201,0.400935
-0.329574,0.148668,1.1082
-0.301583,0.684788,0.596471
0.20152,0.723248,0.739925
-0.867038,0.300603,0.403674
-0.245653,0.52897,0.919494
0.0285741,0.222924,1.04984
-0.397463,-0.457514,0.919646
-0.137625,0.549926,0.668623
0.0315494,-0.305059,0.841257
0.015437,0.0930026,1.02443
0.279595,-0.208631,0.822414
-0.566022,0.147247,0.863842
0.0848976,-0.530378,0.684041
-0.10012,0.325518,1.01332
-0.315812,-0.0987547,0.459054
-0.521758,-0.389566,0.745178
-0.15878,-0.0284021,1.22052
0.735052,0.335135,0.523648
-0.0321556,-0.29932,-0.059426
0.219674,0.639634,-0.0267953
-0.693452,0.508472,0.467468
-0.250721,0.247854,1.13471
0.727253,0.0149782,0.693238
0.443147,0.299091,0.961569
0.141232,0.129603,1.14697
-0.726696,-0.303115,0.261772
-0.20648,0.446686,1.03098
-0.758809,0.31794,0.55742
-0.191449,0.285388,1.06549
0.283907,0.277853,0.783199
-0.162324,-0.00403491,1.13673
0.464053,0.286097,0.401785
-0.00579465,-0.0634271,1.16617
-0.194962,0.420052,0.589854
-0.444888,-0.21308,0.76469
0.166063,0.859735,0.275199
0.703016,-0.116352,0.255645
-0.576313,-0.449368,0.884284
0.546429,-0.349436,0.728667
-0.333782,0.581387,0.484414
-0.857203,-0.0958176,0.556937
0.55434,0.0144986,-0.0988556
-0.467061,0.406203,0.197093
-0.554187,0.202601,0.572778
-0.273875,0.104167,0.164901
0.168026,-0.512128,0.888603
0.239409,-0.137132,1.06449
0.0608777,-0.10511,1.07617
0.30225,0.548745,0.70265
-0.255261,-0.611228,0.337483
-0.197724,0.65829,0.491238
0.416028,0.423647,0.152926
-0.233376,0.18578,1.18988
0.090119,0.674347,0.619766
-0.555515,-0.117405,0.911476
0.226447,0.719849,0.850332
-0.0992624,0.540574,0.680595
0.345867,-0.37367,0.865789
0.303794,0.0572265,1.16339
-0.205745,-0.279493,0.538743
-0.26015,0.208191,0.977785
-0.794857,0.164609,0.515457
-0.223683,-0.382542,1.14658
-0.0421361,-0.290497,1.10339
0.600112,0.40504,0.157267
0.496633,0.394352,0.399057
0.366591,0.134272,0.67375
0.49203,0.76035,0.339791
-0.0826892,-0.252334,1.18036
0.0831708,-0.323843,0.706134
-0.54502,-0.455765,0.315884
-0.163332,0.079683,-0.207365
0.726977,0.249606,0.747861
-0.0098186,-0.551669,0.989647
-0.057916,-0.235426,1.2131
0.691253,0.239765,0.563026
-0.0319662,-0.302343,1.15961
-0.618412,0.233619,0.587497
-0.349148,0.524052,0.526189
-0.390524,-0.183218,0.943502
0.0598932,0.0123859,1.22445
-0.498082,-0.530869,0.407913
-0.31878,0.494642,0.764855
-0.45243,-0.102402,1.11144
0.420476,0.62497,0.012867
-0.61038,-0.0516234,1.01405
0.0146615,0.187972,1.14842
-0.203732,0.871436,0.308441
0.165215,-0.408612,1.07841
-0.054538,0.744584,0.771943
0.749618,0.446643,0.526603
0.483397,0.585883,0.374638
-0.293414,0.704829,0.784816
-0.300725,0.732004,0.576004
0.136356,0.461115,-0.0985726
0.0929835,0.0200223,1.15065
0.517915,-0.145473,0.922844
-0.0691821,-0.143042,1.08104
-0.0194352,-0.195363,0.731851
0.282048,0.0349137,0.812211
0.181881,-0.302633,1.15499
-0.689865,-0.267951,0.401158
-0.176967,0.257067,0.735558
0.243073,0.557921,0.657744
-0.277778,-0.470611,0.732858
0.55217,0.285755,0.641619
-0.434444,0.0721226,1.02921
0.485093,0.669623,0.617956
0.261079,0.461489,0.96413
0.434258,0.345208,0.577636
-0.000118792,0.0677835,1.1053
0.361097,0.247627,0.931876
-0.733792,-0.393547,0.307565
0.113071,-0.0291635,1.13871
0.143946,0.189139,1.04818
0.384283,0.423646,-0.214396
-0.512325,-0.0646112,0.413226
0.0838341,0.225466,0.914467
-0.142714,-0.475289,0.69996
-0.372388,-0.376161,0.722444
-0.546006,0.576213,-0.0174119
-0.122574,-0.141922,1.06252
0.0557201,-0.326115,1.0068
0.581758,0.255899,-0.145929
-0.433373,-0.0176822,1.10622
0.0618588,-0.635585,0.399608
0.22964,0.0997343,0.910886
-0.537943,0.342749,0.842593
-0.501572,0.15084,0.926591
-0.514836,-0.596932,0.463852
-0.418517,0.774743,0.468824
0.343027,-0.0790409,0.768069
0.0476909,-0.180311,1.02433
-0.351097,0.549691,0.833218
-0.0440304,0.90506,0.511425
0.0536439,-0.299764,1.19982
0.44789,0.470825,0.538257
0.483775,0.477489,0.0870534
-0.146256,0.203817,1.21387
-0.301454,-0.00795669,1.01612
0.248874,0.460186,-0.211466
0.365951,0.369648,0.591434
0.00668477,0.0946249,-0.0583682
